序号,名称,H股代码,最新价-HKD,H股-涨跌幅,A股代码,最新价-RMB,A股-涨跌幅,比价,溢价
44,中国交建,01800,3.74,-0.27,601800,6.07,-0.33,1.88,87.78
45,中国平安,02318,54.6,-0.36,601318,50.7,0.06,1.07,7.44
46,中国银行,03988,5.08,-0.39,601988,5.96,2.76,1.36,35.74
47,光大证券,06178,7.43,-0.4,601788,14.61,-1.22,2.28,127.51
48,大唐发电,00991,2.36,-0.42,601991,5.8,1.93,2.84,184.35
49,白云山,00874,15.83,-0.44,600332,22.18,-2.12,1.62,62.11
50,中海油服,02883,6.76,-0.44,601808,11.57,-0.94,1.98,98.03
51,深高速,00548,6.59,-0.45,600548,8.46,-0.12,1.49,48.53
52,中煤能源,01898,9.98,-0.5,601898,12.54,0.0,1.45,45.38
53,滨化股份,06745,3.02,-0.66,601678,5.19,2.37,1.99,98.84
54,中国海油,00883,22.72,-0.7,600938,28.97,0.03,1.48,47.53
55,可孚医疗,01187,32.46,-0.73,301087,48.16,-3.95,1.72,71.66
56,海尔智家,06690,21.04,-0.75,600690,20.95,-0.76,1.15,15.21
57,一拖股份,00038,7.62,-0.78,601038,11.9,-2.62,1.81,80.69
58,福莱特,06865,6.33,-0.78,601865,9.0,-2.7,1.65,64.5
59,顺丰控股,06936,32.2,-0.86,002352,33.08,-0.96,1.19,18.86
60,鞍钢股份,00347,1.15,-0.86,000898,1.94,-1.02,1.95,95.18
61,中国能建,03996,1.08,-0.92,601868,2.52,0.0,2.7,169.97
62,上海石化,00338,1.08,-0.92,600688,2.73,-0.73,2.92,192.47
63,海信家电,00921,22.38,-0.97,000921,25.04,-2.49,1.29,29.45
64,光大银行,06818,2.98,-1.0,601818,3.13,0.32,1.22,21.52
65,国泰海通,02611,14.87,-1.06,601211,18.3,-1.29,1.42,42.39
66,郑州银行,06196,0.88,-1.12,002936,1.75,-0.57,2.3,130.09
67,重庆钢铁,01053,0.88,-1.12,601005,1.19,0.0,1.56,56.46
68,华泰证券,06886,16.66,-1.13,601688,19.87,-2.41,1.38,37.99
69,XD上海医,02607,12.07,-1.15,601607,16.61,-0.48,1.59,59.22
70,中原证券,01375,1.69,-1.17,601375,4.08,-1.21,2.79,179.32
71,XD中国太,02601,28.3,-1.19,601601,29.75,-0.44,1.22,21.63
72,万  科Ａ,02202,2.48,-1.2,000002,3.1,-4.02,1.45,44.63
73,马钢股份,00323,1.63,-1.21,600808,2.43,-2.41,1.72,72.49
74,牧原股份,02714,33.66,-1.29,002714,39.83,-2.62,1.37,36.91
75,中国中冶,01618,1.5,-1.32,601618,2.61,-1.14,2.01,101.32
76,海天味业,03288,31.44,-1.44,603288,36.0,-0.88,1.32,32.48
77,辽港股份,02880,0.66,-1.49,601880,1.43,-1.38,2.51,150.68
78,中国人保,01339,5.05,-1.56,601319,7.25,-0.68,1.66,66.1
79,石化油服,01033,0.61,-1.61,600871,2.04,-0.49,3.87,286.93
80,ST晨鸣,01812,0.59,-1.67,000488,1.89,-2.07,3.71,270.63
81,长城汽车,02333,8.66,-1.7,601633,15.66,-1.45,2.09,109.22
82,金隅集团,02009,0.57,-1.72,601992,1.4,-1.41,2.84,184.18
83,美凯龙,01528,1.06,-1.85,601828,2.16,-4.42,2.36,135.77
84,中联重科,01157,6.81,-1.87,000157,7.19,-1.24,1.22,22.16
85,昊海生科,06826,16.23,-1.93,688366,31.98,-3.96,2.28,127.98
86,申万宏源,06806,2.5,-1.96,000166,4.58,-1.29,2.12,111.96
87,东方证券,03958,5.39,-2.0,600958,9.13,-0.76,1.96,95.98
88,中远海发,02866,0.89,-2.2,601866,2.37,-0.42,3.08,208.1
89,兖矿能源,01171,10.86,-2.25,600188,18.9,-2.93,2.01,101.36
90,广发证券,01776,16.75,-2.28,000776,21.6,-2.7,1.49,49.2
91,XD中远海,01138,11.9,-2.3,600026,14.21,-2.4,1.38,38.16
92,宁德时代,03750,606.5,-2.33,300750,360.0,-1.69,0.69,-31.32
93,金力永磁,06680,16.42,-2.38,300748,25.16,-5.45,1.77,77.29
94,中国中免,01880,49.46,-2.45,601888,52.9,-2.97,1.24,23.75
95,比亚迪,01211,88.7,-2.47,002594,93.47,-0.71,1.22,21.92
96,中国银河,06881,7.33,-2.53,601881,12.65,-1.94,2.0,99.67
97,百济神州,06160,185.6,-2.73,688235,250.51,-7.81,1.56,56.16
98,中集集团,02039,6.76,-2.73,000039,7.45,-1.06,1.28,27.51
99,丽珠集团,01513,26.22,-2.74,000513,30.59,-2.86,1.35,34.98
100,安井食品,02648,70.55,-2.76,603345,85.75,-3.54,1.41,40.63
101,国联民生,01456,3.84,-2.78,601456,8.97,-0.55,2.7,170.27
102,中铝国际,02068,1.74,-2.79,601068,4.21,-3.0,2.8,179.94
103,弘业期货,03678,2.05,-2.84,001236,7.07,0.0,3.99,299.03
104,新天绿能,00956,3.06,-2.86,600956,7.04,-0.98,2.66,166.19
105,北辰实业,00588,0.67,-2.9,601588,1.61,-3.01,2.78,178.03
106,龙源电力,00916,5.29,-2.94,001289,16.21,-0.18,3.55,254.54
107,中信证券,06030,26.7,-2.98,600030,27.6,-1.78,1.2,19.6
108,新华制药,00719,6.02,-3.06,000756,13.69,-8.49,2.63,163.11
109,中伟新材,02579,24.0,-3.15,300919,36.62,-3.22,1.77,76.54
110,中创智领,00564,13.4,-3.25,601717,14.73,-2.96,1.27,27.18
111,中国铝业,02600,7.61,-3.3,601600,8.44,-2.76,1.28,28.32
112,中信建投,06066,11.52,-3.36,601066,26.5,-1.52,2.66,166.15
113,广汽集团,02238,2.13,-3.62,601238,5.04,-2.33,2.74,173.77
114,天齐锂业,09696,32.46,-3.62,002466,46.99,-4.76,1.67,67.49
115,中国国航,00753,3.96,-3.65,601111,5.84,-1.02,1.71,70.63
116,时代电气,03898,32.98,-3.79,688187,45.73,-3.93,1.6,60.43
117,凯盛新能,01108,2.24,-3.86,600876,6.45,-3.15,3.33,233.16
118,豪威集团,00501,84.9,-3.9,603501,104.12,-5.22,1.42,41.89
119,蓝思科技,06613,21.02,-4.02,300433,34.24,-10.6,1.88,88.47
120,复星医药,02196,16.22,-4.02,600196,23.4,-5.3,1.67,66.92
121,东方电气,01072,20.36,-4.05,600875,24.87,-3.68,1.41,41.33
122,京城股份,00187,2.84,-4.05,600860,7.61,-3.79,3.1,210.03
123,南方航空,01055,3.23,-4.15,600029,4.99,-0.8,1.79,78.74
124,上海电气,02727,3.08,-4.35,601727,6.39,-1.84,2.4,140.04
125,中国人寿,02628,26.48,-4.4,601628,39.05,0.33,1.71,70.62
126,安德利,02218,14.91,-4.42,605198,51.25,-4.79,3.98,297.7
127,东鹏饮料,09980,109.8,-4.44,605499,124.43,-4.03,1.31,31.12
128,XD三一重,06031,18.28,-4.49,600031,18.65,-0.64,1.18,18.04
129,中船防务,00317,11.03,-4.5,600685,24.47,-3.36,2.57,156.68
130,海普瑞,09989,4.21,-4.54,002399,9.78,-5.6,2.69,168.78
131,紫金矿业,02899,29.38,-4.8,601899,28.36,-3.04,1.12,11.68
132,新华保险,01336,44.56,-4.83,601336,62.8,-2.41,1.63,63.06
133,圣邦股份,03661,96.05,-4.9,300661,101.0,-5.89,1.22,21.66
134,洛阳钼业,03993,15.49,-4.91,603993,17.41,-4.34,1.3,30.04
135,浙江世宝,01057,3.48,-4.92,002703,12.24,-6.99,4.07,306.95
136,金风科技,02208,9.26,-4.93,002202,17.01,-8.5,2.13,112.53
137,中金公司,03908,21.0,-4.98,601995,35.38,-2.94,1.95,94.93
138,恒瑞医药,01276,55.05,-5.0,600276,53.19,-5.0,1.12,11.79
139,赣锋锂业,01772,37.82,-5.07,002460,48.48,-2.98,1.48,48.31
140,招商证券,06099,14.92,-5.09,600999,18.92,-2.87,1.47,46.72
141,美格智能,03268,18.07,-5.34,002881,40.68,4.17,2.6,160.47
142,东江环保,00895,1.59,-5.36,002672,3.34,-3.19,2.43,143.04
143,XD江西铜,00358,30.58,-5.38,600362,39.03,-5.97,1.48,47.67
144,均胜电子,00699,12.39,-5.42,600699,20.0,-4.53,1.87,86.76
145,药明康德,02359,153.0,-5.56,603259,117.89,-7.17,0.89,-10.85
146,晶合集成,02249,29.18,-5.63,688249,45.1,-7.43,1.79,78.82
147,峰岹科技,01304,121.2,-5.68,688279,188.57,-9.34,1.8,80.01
148,复旦张江,01349,2.37,-5.95,688505,7.47,-6.27,3.65,264.68
149,三花智控,02050,26.06,-5.99,002050,39.75,-4.97,1.76,76.48
150,诺诚健华,09969,13.81,-5.99,688428,26.52,-9.21,2.22,122.19
151,龙旗科技,09611,21.34,-5.99,603341,39.7,-4.31,2.15,115.24
152,大族数控,03200,109.2,-6.1,301200,256.3,-10.97,2.72,171.56
153,山东黄金,01787,17.15,-6.13,600547,23.76,-4.04,1.6,60.29
154,沃尔核材,09981,10.32,-6.18,002130,15.24,-4.63,1.71,70.86
155,先导智能,00470,26.44,-6.24,300450,31.06,-5.13,1.36,35.92
156,龙蟠科技,02465,9.52,-6.39,603906,18.5,-5.13,2.25,124.84
157,普源精电,00537,23.96,-6.41,688337,41.49,-9.92,2.0,100.35
158,泰格医药,03347,36.7,-6.47,300347,49.02,-9.21,1.55,54.54
159,大众公用,01635,2.31,-6.48,600635,4.33,-3.13,2.17,116.88
160,南京熊猫,00553,3.14,-6.55,600775,8.46,-5.05,3.12,211.73
161,春立医疗,01858,8.94,-6.78,688236,14.53,-8.5,1.88,88.05
162,兆威机电,02692,46.6,-6.8,003021,79.94,-3.68,1.98,98.48
163,安克创新,00668,93.15,-6.94,300866,110.6,-2.81,1.37,37.38
164,赛力斯,09927,42.08,-6.94,601127,54.3,-3.67,1.49,49.3
165,中国东航,00670,2.92,-7.01,600115,3.51,-1.68,1.39,39.08
166,亿华通-U,02402,11.76,-7.04,688339,16.81,-5.35,1.65,65.38
167,康龙化成,03759,23.2,-7.05,300759,35.48,-8.08,1.77,76.94
168,潍柴动力,02338,29.78,-7.05,000338,24.6,-4.13,0.96,-4.42
169,广和通,00638,7.38,-7.17,300638,19.91,-3.72,3.12,212.14
170,康希诺,06185,23.2,-7.27,688185,49.55,-6.42,2.47,147.11
171,三环集团,06951,90.5,-7.65,300408,99.01,-7.35,1.27,26.58
172,赤峰黄金,06693,25.5,-7.81,600988,31.74,-8.32,1.44,44.01
173,昭衍新药,06127,23.76,-7.98,603127,47.93,-9.99,2.33,133.4
174,百奥赛图,02315,50.45,-8.02,688796,117.0,-17.82,2.68,168.32
175,华勤技术,03296,57.85,-8.1,603296,71.76,-8.77,1.44,43.52
176,澜起科技,06809,255.0,-8.47,688008,183.6,-13.04,0.83,-16.7
177,领益智造,01688,6.2,-8.82,002600,11.41,-9.52,2.13,112.93
178,凯莱英,06821,117.2,-8.94,002821,161.99,-10.0,1.6,59.92
179,吉宏股份,02603,14.08,-9.16,002803,20.1,-3.5,1.65,65.17
180,国民技术,02701,10.05,-9.46,300077,19.24,-8.86,2.22,121.5
181,迈威生物-U,02493,22.32,-9.49,688062,31.0,-10.2,1.61,60.7
182,星源材质,06067,7.22,-9.75,300568,12.53,-7.19,2.01,100.79
183,钧达股份,02865,15.12,-9.79,002865,41.52,-7.49,3.18,217.72
184,中芯国际,00981,67.7,-9.97,688981,139.88,-7.85,2.39,139.06
185,复旦微电,01385,25.28,-10.04,688385,51.96,-11.48,2.38,137.81
186,天岳先进,02631,67.0,-10.25,688234,104.5,-13.09,1.8,80.46
187,荣昌生物,09995,76.25,-10.29,688331,116.01,-15.51,1.76,76.03
188,纳芯微,02676,147.0,-10.48,688052,199.53,-8.36,1.57,57.05
189,胜宏科技,02476,215.0,-10.71,300476,241.5,-10.86,1.3,29.96
190,立讯精密,02475,53.45,-10.92,002475,58.05,-5.73,1.26,25.66
191,兆易创新,03986,533.5,-11.08,603986,463.15,-10.0,1.0,0.44
192,长飞光纤,06869,130.4,-11.17,601869,361.57,-10.0,3.21,220.81
193,中兴通讯,00763,23.16,-11.87,000063,36.0,-10.0,1.8,79.85
194,华虹宏力,01347,138.7,-11.88,688347,309.0,-5.75,2.58,157.76
195,君实生物-U,01877,17.64,-12.76,688180,35.1,-10.09,2.3,130.22
196,广合科技,01989,116.2,-13.22,001389,176.07,-10.0,1.75,75.31
197,埃斯顿,02715,19.47,-14.23,002747,38.19,-9.99,2.27,126.94
198,芯碁微装,09630,285.6,-14.8,688630,359.78,-6.31,1.46,45.75
199,鼎泰高科,01377,350.0,-16.23,301377,425.0,-8.24,1.4,40.49
200,大金重工,01081,31.6,-16.93,002487,37.37,-8.74,1.37,36.83
201,剑桥科技,06166,85.05,-17.75,603083,176.13,-10.0,2.4,139.6
202,国恩股份,02768,35.52,-19.2,002768,50.75,-8.71,1.65,65.31
