序号,名称,H股代码,最新价-HKD,H股-涨跌幅,A股代码,最新价-RMB,A股-涨跌幅,比价,溢价
32,中信建投,06066,12.18,1.92,601066,26.84,0.71,2.55,155.11
33,中海油服,02883,7.17,1.85,601808,12.38,3.08,2.0,99.89
34,上海石化,00338,1.12,1.82,600688,2.81,1.81,2.9,190.45
35,百济神州,06160,196.5,1.81,688235,277.29,0.65,1.63,63.36
36,绿色动力,01330,5.64,1.81,601330,7.07,-0.14,1.45,45.12
37,美格智能,03268,19.0,1.71,002881,42.99,2.58,2.62,161.94
38,中远海控,01919,15.47,1.71,601919,15.14,1.82,1.13,13.3
39,泰格医药,03347,38.16,1.65,300347,49.29,-1.77,1.5,49.53
40,龙源电力,00916,5.65,1.62,001289,16.39,-0.43,3.36,235.83
41,渝农商行,03618,6.33,1.61,601077,6.7,1.82,1.23,22.53
42,北辰实业,00588,0.68,1.49,601588,1.6,0.0,2.72,172.39
43,中船防务,00317,11.36,1.43,600685,25.17,-0.55,2.57,156.5
44,恒瑞医药,01276,57.5,1.41,600276,55.39,0.84,1.12,11.52
45,中国广核,01816,2.91,1.39,003816,4.11,1.23,1.64,63.51
46,中金公司,03908,22.18,1.37,601995,35.75,0.06,1.87,86.6
47,广深铁路,00525,2.25,1.35,601333,2.99,-0.66,1.54,53.84
48,招商证券,06099,15.45,1.31,600999,18.85,-0.48,1.41,41.24
49,中国人寿,02628,27.8,1.24,601628,41.0,2.07,1.71,70.74
50,郑州银行,06196,0.9,1.12,002936,1.76,0.57,2.26,126.39
51,中铝国际,02068,1.81,1.12,601068,4.36,1.16,2.79,178.87
52,中远海发,02866,0.92,1.1,601866,2.44,1.67,3.07,207.04
53,中国太保,02601,30.0,1.08,601601,32.75,3.54,1.26,26.38
54,中国铁建,01186,4.77,1.06,601186,6.53,1.24,1.58,58.48
55,昭衍新药,06127,25.06,1.05,603127,48.06,-2.16,2.22,122.02
56,中联重科,01157,7.32,0.97,000157,7.32,0.69,1.16,15.77
57,晶合集成,02249,32.1,0.94,688249,48.5,-2.61,1.75,74.91
58,康龙化成,03759,23.84,0.93,300759,39.76,1.02,1.93,93.08
59,中国能建,03996,1.1,0.92,601868,2.58,0.39,2.72,171.53
60,青岛港,06198,6.89,0.88,601298,8.62,-0.12,1.45,44.84
61,凯盛新能,01108,2.31,0.87,600876,6.22,0.0,3.12,211.72
62,荣昌生物,09995,85.8,0.7,688331,126.9,-0.59,1.71,71.22
63,海螺水泥,00914,17.67,0.68,600585,17.85,1.48,1.17,16.95
64,中国外运,00598,4.48,0.67,601598,5.93,-0.5,1.53,53.24
65,三一重工,06031,20.26,0.6,600031,19.85,0.81,1.13,13.42
66,马钢股份,00323,1.7,0.59,600808,2.53,1.2,1.72,72.29
67,天齐锂业,09696,32.18,0.56,002466,43.92,0.53,1.58,58.0
68,交通银行,03328,7.19,0.56,601328,6.95,2.06,1.12,11.9
69,中国中铁,00390,3.49,0.55,601390,4.57,1.78,1.52,51.59
70,龙蟠科技,02465,9.52,0.53,603906,17.2,-3.15,2.09,109.16
71,重庆银行,01963,7.89,0.51,601963,11.12,1.74,1.63,63.16
72,青岛啤酒,00168,45.72,0.48,600600,53.84,0.52,1.36,36.33
73,中国平安,02318,56.5,0.44,601318,53.95,2.0,1.11,10.54
74,赣锋锂业,01772,36.86,0.44,002460,47.43,-0.55,1.49,48.97
75,新华保险,01336,48.4,0.41,601336,65.33,1.07,1.56,56.26
76,中国人保,01339,5.28,0.38,601319,7.55,1.89,1.66,65.54
77,中国东航,00670,3.18,0.32,600115,3.59,0.56,1.31,30.69
78,新天绿能,00956,3.2,0.31,600956,7.28,-0.27,2.63,163.37
79,上海电气,02727,3.25,0.31,601727,6.55,-0.46,2.33,133.32
80,深高速,00548,6.72,0.3,600548,8.58,0.23,1.48,47.81
81,康希诺,06185,24.34,0.25,688185,50.45,0.6,2.4,139.95
82,中国中车,01766,4.89,0.2,601766,5.99,0.0,1.42,41.81
83,百奥赛图,02315,51.9,0.19,688796,122.99,2.49,2.74,174.34
84,南华期货,02691,6.6,0.15,603093,16.54,-1.61,2.9,190.12
85,建设银行,00939,8.55,0.12,601939,10.22,0.29,1.38,38.38
86,中伟新材,02579,24.7,0.08,300919,38.2,-2.0,1.79,79.04
87,招商银行,03968,47.98,0.04,600036,38.71,1.9,0.93,-6.6
88,华泰证券,06886,17.18,0.0,601688,20.63,0.0,1.39,39.02
89,中国银行,03988,5.19,0.0,601988,5.94,1.02,1.32,32.5
90,青岛银行,03866,4.66,0.0,002948,5.71,1.06,1.42,41.85
91,辽港股份,02880,0.69,0.0,601880,1.46,0.0,2.45,144.96
92,万  科Ａ,02202,2.4,0.0,000002,3.19,1.92,1.54,53.87
93,XD金隅集,02009,0.58,0.0,601992,1.38,0.73,2.75,175.45
94,大众公用,01635,2.39,0.0,600635,4.48,0.67,2.17,117.0
95,中国中冶,01618,1.53,0.0,601618,2.68,0.75,2.03,102.78
96,创业环保,01065,3.86,0.0,600874,5.47,0.37,1.64,64.05
97,南方航空,01055,3.47,0.0,600029,5.08,0.4,1.69,69.48
98,重庆钢铁,01053,0.89,0.0,601005,1.19,0.0,1.55,54.79
99,中国国航,00753,4.15,0.0,601111,5.98,1.18,1.67,66.82
100,中国石化,00386,4.26,0.0,600028,5.18,1.17,1.41,40.77
101,复星医药,02196,16.46,-0.06,600196,23.97,1.18,1.69,68.59
102,诺诚健华,09969,14.48,-0.07,688428,28.46,-2.1,2.28,127.54
103,金风科技,02208,9.75,-0.1,002202,17.51,-0.23,2.08,107.91
104,新华文轩,00811,9.4,-0.11,601811,12.22,0.58,1.5,50.5
105,中信银行,00998,7.22,-0.14,601998,7.49,0.13,1.2,20.1
106,领益智造,01688,6.74,-0.15,002600,12.13,-1.78,2.08,108.35
107,东鹏饮料,09980,112.4,-0.18,605499,130.8,0.0,1.35,34.72
108,中国移动,00941,80.55,-0.19,600941,94.09,-0.9,1.35,35.23
109,中国中免,01880,50.05,-0.2,601888,55.7,3.0,1.29,28.84
110,广发证券,01776,17.32,-0.23,000776,22.55,-1.36,1.51,50.73
111,一拖股份,00038,8.6,-0.23,601038,13.66,-0.94,1.84,83.88
112,美的集团,00300,94.9,-0.26,000333,84.8,0.63,1.03,3.45
113,工商银行,01398,7.0,-0.28,601398,7.6,0.53,1.26,25.69
114,光大银行,06818,3.07,-0.32,601818,3.15,0.96,1.19,18.78
115,胜宏科技,02476,226.8,-0.35,300476,240.4,0.05,1.23,22.71
116,赛力斯,09927,43.62,-0.37,601127,55.98,0.85,1.49,48.57
117,XD秦港股,03369,2.34,-0.43,601326,3.38,0.3,1.67,67.22
118,东方电气,01072,22.0,-0.45,600875,26.14,-0.15,1.38,37.55
119,新华制药,00719,6.17,-0.48,000756,13.48,0.07,2.53,152.92
120,农业银行,01288,5.72,-0.52,601288,6.52,1.4,1.32,31.96
121,海天味业,03288,31.82,-0.56,603288,36.45,-0.19,1.33,32.61
122,中原证券,01375,1.72,-0.58,601375,4.06,-1.93,2.73,173.27
123,金力永磁,06680,17.0,-0.58,300748,25.69,-0.58,1.75,74.95
124,东江环保,00895,1.63,-0.61,002672,3.15,-1.56,2.24,123.72
125,中国银河,06881,7.65,-0.65,601881,12.7,-1.17,1.92,92.19
126,华能国际,00902,6.06,-0.66,600011,7.29,0.83,1.39,39.26
127,光大证券,06178,7.51,-0.66,601788,14.78,-1.14,2.28,127.84
128,顺丰控股,06936,32.68,-0.67,002352,34.17,0.89,1.21,21.05
129,先导智能,00470,29.24,-0.68,300450,31.89,-2.66,1.26,26.26
130,三花智控,02050,26.04,-0.69,002050,38.36,0.68,1.71,70.54
131,中信证券,06030,28.06,-0.71,600030,28.3,-0.14,1.17,16.76
132,申万宏源,06806,2.57,-0.77,000166,4.67,-0.21,2.1,110.36
133,中国交建,01800,3.78,-0.79,601800,6.28,0.96,1.92,92.33
134,龙旗科技,09611,21.74,-0.82,603341,38.28,-1.37,2.04,103.84
135,复旦张江,01349,2.4,-0.83,688505,7.33,-1.61,3.54,253.57
136,海尔智家,06690,21.32,-0.84,600690,21.92,0.32,1.19,19.03
137,民生银行,01988,3.5,-0.85,600016,3.54,1.14,1.17,17.09
138,安德利,02218,15.13,-0.85,605198,48.8,-1.45,3.73,273.39
139,鞍钢股份,00347,1.16,-0.85,000898,1.98,1.02,1.98,97.6
140,浙商银行,02016,2.29,-0.87,601916,2.85,0.35,1.44,44.08
141,宁沪高速,00177,9.91,-0.9,600377,12.14,0.66,1.42,41.82
142,广汽集团,02238,2.17,-0.91,601238,5.12,0.39,2.73,173.15
143,上海医药,02607,11.89,-0.92,601607,16.75,0.66,1.63,63.09
144,南京熊猫,00553,3.23,-0.92,600775,8.39,-1.87,3.01,200.71
145,中创智领,00564,13.8,-0.93,601717,15.24,-0.46,1.28,27.85
146,国联民生,01456,4.0,-0.99,601456,9.01,-0.88,2.61,160.77
147,京城股份,00187,2.93,-1.01,600860,7.34,-1.87,2.9,190.01
148,春立医疗,01858,8.74,-1.02,688236,13.75,-0.22,1.82,82.13
149,邮储银行,01658,4.85,-1.02,601658,5.11,1.19,1.22,21.97
150,四川成渝,00107,4.75,-1.04,601107,5.55,-0.18,1.35,35.27
151,华新建材,06655,14.22,-1.04,600801,20.77,0.83,1.69,69.09
152,白云山,00874,15.76,-1.07,600332,22.03,-0.23,1.62,61.82
153,药明康德,02359,156.7,-1.07,603259,125.9,-0.43,0.93,-6.99
154,国泰海通,02611,15.0,-1.12,601211,18.94,0.64,1.46,46.18
155,浙江世宝,01057,3.5,-1.13,002703,11.82,-2.15,3.91,290.96
156,牧原股份,02714,33.5,-1.18,002714,39.44,0.05,1.36,36.29
157,丽珠集团,01513,25.98,-1.22,000513,30.9,0.03,1.38,37.69
158,中国通号,03969,3.21,-1.23,688009,5.13,-1.91,1.85,85.01
159,福耀玻璃,03606,54.4,-1.36,600660,55.69,1.62,1.19,18.51
160,弘业期货,03678,2.14,-1.38,001236,7.12,-0.42,3.85,285.17
161,东方证券,03958,5.53,-1.43,600958,8.99,-1.43,1.88,88.2
162,均胜电子,00699,12.71,-1.47,600699,19.95,-2.21,1.82,81.71
163,迈威生物-U,02493,22.84,-1.55,688062,33.69,3.09,1.71,70.76
164,中国电信,00728,4.58,-1.93,601728,6.02,-1.31,1.52,52.17
165,君实生物-U,01877,19.21,-1.94,688180,37.39,2.07,2.25,125.33
166,昊海生科,06826,16.5,-1.96,688366,32.1,1.87,2.25,125.22
167,沃尔核材,09981,10.32,-2.09,002130,15.63,-0.51,1.75,75.33
168,比亚迪,01211,87.85,-2.17,002594,91.57,-2.9,1.21,20.67
169,纳芯微,02676,155.2,-2.39,688052,216.15,6.9,1.61,61.23
170,中集集团,02039,6.86,-2.42,000039,8.08,1.38,1.36,36.36
171,长城汽车,02333,8.87,-2.42,601633,16.08,-0.06,2.1,109.87
172,剑桥科技,06166,84.65,-2.42,603083,167.06,-2.33,2.28,128.47
173,复旦微电,01385,26.76,-2.48,688385,53.81,0.92,2.33,132.79
174,立讯精密,02475,56.5,-2.5,002475,59.16,-2.09,1.21,21.22
175,皖通高速,00995,15.59,-2.56,600012,18.15,0.5,1.35,34.78
176,宁德时代,03750,609.5,-2.64,300750,372.26,-2.6,0.71,-29.29
177,兆威机电,02692,46.0,-2.67,003021,77.02,-1.62,1.94,93.84
178,美凯龙,01528,1.03,-2.83,601828,2.12,-0.47,2.38,138.28
179,凯莱英,06821,118.9,-2.86,002821,164.28,-3.08,1.6,59.95
180,国民技术,02701,9.21,-2.95,300077,18.16,-2.68,2.28,128.27
181,天岳先进,02631,67.3,-2.96,688234,99.47,-1.63,1.71,71.11
182,海信家电,00921,21.88,-3.01,000921,25.65,-1.99,1.36,35.71
183,蓝思科技,06613,21.54,-3.32,300433,36.8,-3.89,1.98,97.78
184,时代电气,03898,33.36,-3.36,688187,47.0,-4.65,1.63,63.1
185,大族数控,03200,115.6,-3.43,301200,250.05,-3.63,2.5,150.41
186,中芯国际,00981,72.9,-3.44,688981,155.59,-2.76,2.47,147.08
187,广合科技,01989,122.4,-3.47,001389,166.8,-4.31,1.58,57.76
188,鼎泰高科,01377,350.0,-3.58,301377,401.38,-3.63,1.33,32.76
189,豪威集团,00501,81.4,-3.73,603501,101.98,-0.43,1.45,45.04
190,三环集团,06951,98.0,-3.73,300408,102.98,-4.24,1.22,21.65
191,亿华通-U,02402,12.3,-3.83,688339,16.17,-4.09,1.52,52.19
192,峰岹科技,01304,115.8,-4.14,688279,183.21,-0.75,1.83,83.16
193,华虹宏力,01347,161.5,-4.15,688347,390.06,-1.94,2.8,179.61
194,兆易创新,03986,584.0,-4.89,603986,470.0,-1.16,0.93,-6.83
195,安克创新,00668,101.4,-4.97,300866,116.67,-4.44,1.33,33.2
196,星源材质,06067,7.38,-5.63,300568,11.9,-6.74,1.87,86.67
197,滨化股份,06745,3.01,-6.52,601678,5.65,-4.24,2.17,117.3
198,大金重工,01081,31.6,-6.84,002487,37.12,-3.23,1.36,35.99
199,吉宏股份,02603,12.42,-7.24,002803,17.96,-7.94,1.67,67.41
200,芯碁微装,09630,303.0,-7.79,688630,401.0,-0.61,1.53,53.21
201,长飞光纤,06869,127.4,-10.28,601869,366.05,-9.92,3.33,232.63
202,圣邦股份,03661,89.6,-11.29,300661,106.11,-3.58,1.37,37.1
